date,total_cases
31/12/2019,0
1/01/2020,0
2/01/2020,0
3/01/2020,0
4/01/2020,0
5/01/2020,0
6/01/2020,0
7/01/2020,0
8/01/2020,0
9/01/2020,0
10/01/2020,0
11/01/2020,0
12/01/2020,0
13/01/2020,0
14/01/2020,0
15/01/2020,0
16/01/2020,0
17/01/2020,0
18/01/2020,0
19/01/2020,0
20/01/2020,0
21/01/2020,0
22/01/2020,0
23/01/2020,0
24/01/2020,0
25/01/2020,0
26/01/2020,0
27/01/2020,0
28/01/2020,0
29/01/2020,0
30/01/2020,0
31/01/2020,0
1/02/2020,0
2/02/2020,0
3/02/2020,0
4/02/2020,0
5/02/2020,0
6/02/2020,0
7/02/2020,0
8/02/2020,0
9/02/2020,0
10/02/2020,0
11/02/2020,0
12/02/2020,0
13/02/2020,0
14/02/2020,0
15/02/2020,0
16/02/2020,0
17/02/2020,0
18/02/2020,0
19/02/2020,0
20/02/2020,0
21/02/2020,0
22/02/2020,0
23/02/2020,0
24/02/2020,0
25/02/2020,1
26/02/2020,1
27/02/2020,1
28/02/2020,1
29/02/2020,1
1/03/2020,1
2/03/2020,1
3/03/2020,
4/03/2020,
5/03/2020,
6/03/2020,
7/03/2020,
8/03/2020,4
9/03/2020,
10/03/2020,
11/03/2020,7
12/03/2020,
13/03/2020,
14/03/2020,
15/03/2020,10
16/03/2020,16
17/03/2020,21
18/03/2020,22
19/03/2020,22
20/03/2020,22
21/03/2020,24
22/03/2020,24
23/03/2020,34
24/03/2020,40
25/03/2020,42
26/03/2020,75
27/03/2020,75
28/03/2020,91
29/03/2020,106
30/03/2020,114
31/03/2020,141
1/04/2020,166
2/04/2020,192
3/04/2020,235
4/04/2020,235
5/04/2020,270
6/04/2020,299
7/04/2020,337
8/04/2020,367
9/04/2020,423
10/04/2020,484
11/04/2020,521
12/04/2020,555
13/04/2020,607
14/04/2020,665
15/04/2020,714
16/04/2020,784
17/04/2020,794
18/04/2020,845
19/04/2020,908
20/04/2020,996
21/04/2020,1031
22/04/2020,1092
23/04/2020,1176
24/04/2020,1281
25/04/2020,1351
26/04/2020,1463
27/04/2020,1531
28/04/2020,1703
29/04/2020,1827
30/04/2020,1949
1/05/2020,2171
2/05/2020,2335
3/05/2020,2469
4/05/2020,2704
5/05/2020,2894
6/05/2020,3224
7/05/2020,3392
8/05/2020,3563
9/05/2020,3778
10/05/2020,4033
11/05/2020,4402
12/05/2020,4687
13/05/2020,4967
14/05/2020,5226
15/05/2020,5339
16/05/2020,6402
17/05/2020,6402
18/05/2020,6664
19/05/2020,7072
20/05/2020,7653
21/05/2020,8145
22/05/2020,8676
23/05/2020,9216
24/05/2020,9998
25/05/2020,10582
26/05/2020,11173
27/05/2020,11831
28/05/2020,12456
29/05/2020,13036
30/05/2020,13659
31/05/2020,14525
1/06/2020,15205
2/06/2020,15750
3/06/2020,16509
4/06/2020,17267
5/06/2020,18054
6/06/2020,18969
7/06/2020,19551
8/06/2020,20342
9/06/2020,20917
10/06/2020,21459
11/06/2020,22143
12/06/2020,22890
13/06/2020,23546
14/06/2020,24102
15/06/2020,24766
16/06/2020,25527
17/06/2020,26310
18/06/2020,26874
19/06/2020,27532
20/06/2020,27878
21/06/2020,28424
22/06/2020,28833
23/06/2020,29143
24/06/2020,29481
25/06/2020,29715
26/06/2020,30175
27/06/2020,30451
28/06/2020,30616
29/06/2020,30967
30/06/2020,31238
1/07/2020,31517
2/07/2020,31836
3/07/2020,32022
4/07/2020,32324
5/07/2020,32672
6/07/2020,32951
7/07/2020,33384
8/07/2020,33594
9/07/2020,33653
10/07/2020,33908
11/07/2020,34366
12/07/2020,34451
13/07/2020,34451
14/07/2020,34455
15/07/2020,34740
16/07/2020,34994
17/07/2020,35070
18/07/2020,35289
19/07/2020,35301
20/07/2020,35475
21/07/2020,35615
22/07/2020,35727
23/07/2020,35915
24/07/2020,35928
25/07/2020,36036
26/07/2020,36157
27/07/2020,36263
28/07/2020,36368
29/07/2020,36471
30/07/2020,36471
31/07/2020,36542
1/08/2020,36710
2/08/2020,36710
3/08/2020,36710
4/08/2020,36747
5/08/2020,36829
6/08/2020,36896
7/08/2020,36937
8/08/2020,37015
9/08/2020,37054
10/08/2020,37054
11/08/2020,37054
12/08/2020,37269
13/08/2020,37345
14/08/2020,37424
15/08/2020,37431
16/08/2020,37551
17/08/2020,37596
18/08/2020,37599
19/08/2020,37599
20/08/2020,37759
21/08/2020,37856
22/08/2020,37894
23/08/2020,37999
24/08/2020,37999
25/08/2020,38070
26/08/2020,38071
27/08/2020,38126
28/08/2020,38129
29/08/2020,38140
30/08/2020,38143
31/08/2020,38162
1/09/2020,38196
2/09/2020,38205
3/09/2020,38243
4/09/2020,38288
5/09/2020,38304
6/09/2020,38324
7/09/2020,38398
8/09/2020,38494
9/09/2020,38520
9/03/2020,2
10/03/2020,6
11/03/2020,10
12/03/2020,11
13/03/2020,23
14/03/2020,33
15/03/2020,38
16/03/2020,42
17/03/2020,51
18/03/2020,55
19/03/2020,59
20/03/2020,70
21/03/2020,70
22/03/2020,76
23/03/2020,89
24/03/2020,100
25/03/2020,123
26/03/2020,146
27/03/2020,174
28/03/2020,186
29/03/2020,197
30/03/2020,212
31/03/2020,223
1/04/2020,243
2/04/2020,259
3/04/2020,277
4/04/2020,304
5/04/2020,333
6/04/2020,361
7/04/2020,377
8/04/2020,383
9/04/2020,400
10/04/2020,409
11/04/2020,416
12/04/2020,433
13/04/2020,446
14/04/2020,467
15/04/2020,475
16/04/2020,494
17/04/2020,518
18/04/2020,539
19/04/2020,548
20/04/2020,562
21/04/2020,584
22/04/2020,609
23/04/2020,634
24/04/2020,663
25/04/2020,678
26/04/2020,712
27/04/2020,726
28/04/2020,736
29/04/2020,750
30/04/2020,766
1/05/2020,773
2/05/2020,782
3/05/2020,789
4/05/2020,795
5/05/2020,803
6/05/2020,820
7/05/2020,832
8/05/2020,842
9/05/2020,850
10/05/2020,856
11/05/2020,868
12/05/2020,872
13/05/2020,876
14/05/2020,880
15/05/2020,898
16/05/2020,916
17/05/2020,933
18/05/2020,946
19/05/2020,948
20/05/2020,949
21/05/2020,964
22/05/2020,969
23/05/2020,981
24/05/2020,989
25/05/2020,998
26/05/2020,1004
27/05/2020,1029
28/05/2020,1050
29/05/2020,1076
30/05/2020,1099
31/05/2020,1122
1/06/2020,1137
2/06/2020,1143
3/06/2020,1164
4/06/2020,1184
5/06/2020,1197
6/06/2020,1212
7/06/2020,1232
8/06/2020,1246
9/06/2020,1263
10/06/2020,1299
11/06/2020,1341
12/06/2020,1385
13/06/2020,1416
14/06/2020,1464
15/06/2020,1521
16/06/2020,1590
17/06/2020,1672
18/06/2020,1722
19/06/2020,1788
20/06/2020,1838
21/06/2020,1891
22/06/2020,1927
23/06/2020,1995
24/06/2020,2047
25/06/2020,2114
26/06/2020,2192
27/06/2020,2269
28/06/2020,2330
29/06/2020,2402
30/06/2020,2466
1/07/2020,2535
2/07/2020,2580
3/07/2020,2662
4/07/2020,2752
5/07/2020,2819
6/07/2020,2893
7/07/2020,2964
8/07/2020,3038
9/07/2020,3106
10/07/2020,3188
11/07/2020,3278
12/07/2020,3371
13/07/2020,3454
14/07/2020,3571
15/07/2020,3667
16/07/2020,3752
17/07/2020,3851
18/07/2020,3906
19/07/2020,4008
20/07/2020,4090
21/07/2020,4171
22/07/2020,4290
23/07/2020,4358
24/07/2020,4466
25/07/2020,4570
26/07/2020,4637
27/07/2020,4763
28/07/2020,4880
29/07/2020,4997
30/07/2020,5105
31/07/2020,5197
1/08/2020,5276
2/08/2020,5396
3/08/2020,5519
4/08/2020,5620
5/08/2020,5750
6/08/2020,5889
7/08/2020,6016
8/08/2020,6151
9/08/2020,6275
10/08/2020,6411
11/08/2020,6536
12/08/2020,6676
13/08/2020,6817
14/08/2020,6971
15/08/2020,7117
16/08/2020,7260
17/08/2020,7380
18/08/2020,7499
19/08/2020,7654
20/08/2020,7812
21/08/2020,7967
22/08/2020,8119
23/08/2020,8275
24/08/2020,8427
25/08/2020,8605
26/08/2020,8759
27/08/2020,8927
28/08/2020,9083
29/08/2020,9195
30/08/2020,9279
31/08/2020,9380
1/09/2020,9513
2/09/2020,9606
3/09/2020,9728
4/09/2020,9844
5/09/2020,9967
6/09/2020,10102
7/09/2020,10255
8/09/2020,10406
9/09/2020,10553
31/12/2019,0
1/01/2020,0
2/01/2020,0
3/01/2020,0
4/01/2020,0
5/01/2020,0
6/01/2020,0
7/01/2020,0
8/01/2020,0
9/01/2020,0
10/01/2020,0
11/01/2020,0
12/01/2020,0
13/01/2020,0
14/01/2020,0
15/01/2020,0
16/01/2020,0
17/01/2020,0
18/01/2020,0
19/01/2020,0
20/01/2020,0
21/01/2020,0
22/01/2020,0
23/01/2020,0
24/01/2020,0
25/01/2020,0
26/01/2020,0
27/01/2020,0
28/01/2020,0
29/01/2020,0
30/01/2020,0
31/01/2020,0
1/02/2020,0
2/02/2020,0
3/02/2020,0
4/02/2020,0
5/02/2020,0
6/02/2020,0
7/02/2020,0
8/02/2020,0
9/02/2020,0
10/02/2020,0
11/02/2020,0
12/02/2020,0
13/02/2020,0
14/02/2020,0
15/02/2020,0
16/02/2020,0
17/02/2020,0
18/02/2020,0
19/02/2020,0
20/02/2020,0
21/02/2020,0
22/02/2020,0
23/02/2020,0
24/02/2020,0
25/02/2020,0
26/02/2020,1
27/02/2020,1
28/02/2020,1
29/02/2020,1
1/03/2020,3
2/03/2020,3
3/03/2020,
4/03/2020,5
5/03/2020,12
6/03/2020,17
7/03/2020,
8/03/2020,
9/03/2020,20
10/03/2020,
11/03/2020,
12/03/2020,20
13/03/2020,25
14/03/2020,26
15/03/2020,37
16/03/2020,48
17/03/2020,58
18/03/2020,60
19/03/2020,72
20/03/2020,90
21/03/2020,102
22/03/2020,139
23/03/2020,201
24/03/2020,230
25/03/2020,264
26/03/2020,302
27/03/2020,367
28/03/2020,409
29/03/2020,454
30/03/2020,511
31/03/2020,584
1/04/2020,716
2/04/2020,847
3/04/2020,986
4/04/2020,1171
5/04/2020,1251
6/04/2020,1320
7/04/2020,1423
8/04/2020,1468
9/04/2020,1572
10/04/2020,1666
11/04/2020,1761
12/04/2020,1825
13/04/2020,1914
14/04/2020,1983
15/04/2020,2070
16/04/2020,2160
17/04/2020,2268
18/04/2020,2418
19/04/2020,2535
20/04/2020,2629
21/04/2020,2718
22/04/2020,2811
23/04/2020,2910
24/04/2020,3007
25/04/2020,3127
26/04/2020,3256
27/04/2020,3382
28/04/2020,3517
29/04/2020,3649
30/04/2020,3848
1/05/2020,4006
2/05/2020,4154
3/05/2020,4295
4/05/2020,4474
5/05/2020,4648
6/05/2020,4838
7/05/2020,4997
8/05/2020,5182
9/05/2020,5369
10/05/2020,5558
11/05/2020,5723
12/05/2020,5891
13/05/2020,6067
14/05/2020,6253
15/05/2020,6442
16/05/2020,6629
17/05/2020,6821
18/05/2020,7019
19/05/2020,7201
20/05/2020,7377
21/05/2020,7542
22/05/2020,7728
23/05/2020,7918
24/05/2020,8113
25/05/2020,8306
26/05/2020,8503
27/05/2020,8697
28/05/2020,8857
29/05/2020,8997
30/05/2020,9134
31/05/2020,9267
1/06/2020,9394
2/06/2020,9513
3/06/2020,9626
4/06/2020,9626
5/06/2020,9831
6/06/2020,9935
7/06/2020,10050
8/06/2020,10154
9/06/2020,10265
10/06/2020,10382
11/06/2020,10484
12/06/2020,10589
13/06/2020,10698
14/06/2020,10810
15/06/2020,10919
16/06/2020,11031
17/06/2020,11147
18/06/2020,11268
19/06/2020,11385
20/06/2020,11504
21/06/2020,11631
22/06/2020,11771
23/06/2020,11920
24/06/2020,12076
25/06/2020,12248
26/06/2020,12445
27/06/2020,12685
28/06/2020,12968
29/06/2020,13273
30/06/2020,13571
1/07/2020,13907
2/07/2020,14272
3/07/2020,14657
4/07/2020,15070
5/07/2020,15500
6/07/2020,15941
7/07/2020,16404
8/07/2020,16879
9/07/2020,17348
10/07/2020,17808
11/07/2020,18242
12/07/2020,18712
13/07/2020,19195
14/07/2020,19689
15/07/2020,20216
16/07/2020,20770
17/07/2020,21355
18/07/2020,21948
19/07/2020,22549
20/07/2020,23084
21/07/2020,23691
22/07/2020,24278
23/07/2020,24872
24/07/2020,25484
25/07/2020,26159
26/07/2020,26764
27/07/2020,27357
28/07/2020,27973
29/07/2020,28615
30/07/2020,29229
31/07/2020,29831
1/08/2020,30394
2/08/2020,30950
3/08/2020,31465
4/08/2020,31972
5/08/2020,32504
6/08/2020,33055
7/08/2020,33626
8/08/2020,34155
9/08/2020,34693
10/08/2020,35214
11/08/2020,35712
12/08/2020,36204
13/08/2020,36699
14/08/2020,37187
15/08/2020,37664
16/08/2020,38133
17/08/2020,38583
18/08/2020,39025
19/08/2020,39444
20/08/2020,39847
21/08/2020,40258
22/08/2020,40667
23/08/2020,41068
24/08/2020,41460
25/08/2020,41858
26/08/2020,42228
27/08/2020,42619
28/08/2020,43016
29/08/2020,43403
30/08/2020,43782
31/08/2020,44146
1/09/2020,44494
2/09/2020,44833
3/09/2020,45158
4/09/2020,45469
5/09/2020,45773
6/09/2020,46071
7/09/2020,46364
8/09/2020,46653
9/09/2020,46938
3/03/2020,1
9/03/2020,
10/03/2020,
11/03/2020,
12/03/2020,
13/03/2020,
14/03/2020,2
15/03/2020,
16/03/2020,5
17/03/2020,14
18/03/2020,14
19/03/2020,53
20/03/2020,75
21/03/2020,75
22/03/2020,88
23/03/2020,113
24/03/2020,133
25/03/2020,164
26/03/2020,188
27/03/2020,224
28/03/2020,267
29/03/2020,308
30/03/2020,334
31/03/2020,370
1/04/2020,376
2/04/2020,390
3/04/2020,428
4/04/2020,439
5/04/2020,466
6/04/2020,501
7/04/2020,526
8/04/2020,545
9/04/2020,564
10/04/2020,583
11/04/2020,601
12/04/2020,622
13/04/2020,638
14/04/2020,646
15/04/2020,659
16/04/2020,673
17/04/2020,682
18/04/2020,696
19/04/2020,704
20/04/2020,713
21/04/2020,717
22/04/2020,717
23/04/2020,723
24/04/2020,724
25/04/2020,731
26/04/2020,733
27/04/2020,740
28/04/2020,743
29/04/2020,743
30/04/2020,743
1/05/2020,745
2/05/2020,746
3/05/2020,747
4/05/2020,748
5/05/2020,750
6/05/2020,751
7/05/2020,751
8/05/2020,752
9/05/2020,752
10/05/2020,754
11/05/2020,755
12/05/2020,756
13/05/2020,758
14/05/2020,760
15/05/2020,761
16/05/2020,761
17/05/2020,761
18/05/2020,761
19/05/2020,761
20/05/2020,761
21/05/2020,762
22/05/2020,762
23/05/2020,762
24/05/2020,762
25/05/2020,763
26/05/2020,763
27/05/2020,763
28/05/2020,763
29/05/2020,763
30/05/2020,764
31/05/2020,764
1/06/2020,764
2/06/2020,765
3/06/2020,844
4/06/2020,851
5/06/2020,852
6/06/2020,852
7/06/2020,852
8/06/2020,852
9/06/2020,852
10/06/2020,852
11/06/2020,852
12/06/2020,852
13/06/2020,853
14/06/2020,853
15/06/2020,853
16/06/2020,853
17/06/2020,854
18/06/2020,854
19/06/2020,855
20/06/2020,855
21/06/2020,855
22/06/2020,855
23/06/2020,855
24/06/2020,855
25/06/2020,855
26/06/2020,855
27/06/2020,855
28/06/2020,855
29/06/2020,855
30/06/2020,855
1/07/2020,855
2/07/2020,855
3/07/2020,855
4/07/2020,855
5/07/2020,855
6/07/2020,855
7/07/2020,855
8/07/2020,855
9/07/2020,855
10/07/2020,855
11/07/2020,855
12/07/2020,855
13/07/2020,855
14/07/2020,858
15/07/2020,861
16/07/2020,862
17/07/2020,877
18/07/2020,880
19/07/2020,880
20/07/2020,880
21/07/2020,884
22/07/2020,884
23/07/2020,889
24/07/2020,889
25/07/2020,889
26/07/2020,897
27/07/2020,897
28/07/2020,907
29/07/2020,907
30/07/2020,918
31/07/2020,922
1/08/2020,925
2/08/2020,925
3/08/2020,925
4/08/2020,937
5/08/2020,939
6/08/2020,939
7/08/2020,944
8/08/2020,955
9/08/2020,956
10/08/2020,956
11/08/2020,963
12/08/2020,963
13/08/2020,977
14/08/2020,981
15/08/2020,989
16/08/2020,989
17/08/2020,989
18/08/2020,1005
19/08/2020,1005
20/08/2020,1024
21/08/2020,1024
22/08/2020,1045
23/08/2020,1045
24/08/2020,1045
25/08/2020,1060
26/08/2020,1060
27/08/2020,1098
28/08/2020,1098
29/08/2020,1124
30/08/2020,1124
31/08/2020,1124
1/09/2020,1176
2/09/2020,1184
3/09/2020,1199
4/09/2020,1199
5/09/2020,1215
6/09/2020,1215
7/09/2020,1215
8/09/2020,1261
9/09/2020,1261
22/03/2020,2
23/03/2020,2
24/03/2020,2
25/03/2020,2
26/03/2020,2
27/03/2020,3
28/03/2020,4
29/03/2020,4
30/03/2020,7
31/03/2020,7
1/04/2020,7
2/04/2020,8
3/04/2020,8
4/04/2020,8
5/04/2020,10
6/04/2020,14
7/04/2020,16
8/04/2020,17
9/04/2020,19
10/04/2020,19
11/04/2020,19
12/04/2020,19
13/04/2020,19
14/04/2020,19
15/04/2020,19
16/04/2020,19
17/04/2020,19
18/04/2020,19
19/04/2020,24
20/04/2020,24
21/04/2020,24
22/04/2020,24
23/04/2020,24
24/04/2020,25
25/04/2020,25
26/04/2020,25
27/04/2020,26
28/04/2020,27
29/04/2020,27
30/04/2020,27
1/05/2020,27
2/05/2020,29
3/05/2020,35
4/05/2020,35
5/05/2020,35
6/05/2020,36
7/05/2020,36
8/05/2020,36
9/05/2020,43
10/05/2020,43
11/05/2020,45
12/05/2020,45
13/05/2020,45
14/05/2020,45
15/05/2020,48
16/05/2020,48
17/05/2020,48
18/05/2020,48
19/05/2020,48
20/05/2020,50
21/05/2020,52
22/05/2020,58
23/05/2020,60
24/05/2020,60
25/05/2020,69
26/05/2020,69
27/05/2020,71
28/05/2020,71
29/05/2020,73
30/05/2020,77
31/05/2020,84
1/06/2020,86
2/06/2020,86
3/06/2020,86
4/06/2020,86
5/06/2020,86
6/06/2020,86
7/06/2020,86
8/06/2020,91
9/06/2020,92
10/06/2020,96
11/06/2020,113
12/06/2020,118
13/06/2020,130
14/06/2020,138
15/06/2020,140
16/06/2020,142
17/06/2020,142
18/06/2020,155
19/06/2020,155
20/06/2020,166
21/06/2020,172
22/06/2020,176
23/06/2020,183
24/06/2020,186
25/06/2020,189
26/06/2020,197
27/06/2020,212
28/06/2020,244
29/06/2020,267
30/06/2020,276
1/07/2020,284
2/07/2020,291
3/07/2020,315
4/07/2020,328
5/07/2020,346
6/07/2020,346
7/07/2020,353
8/07/2020,353
9/07/2020,386
10/07/2020,396
11/07/2020,458
12/07/2020,483
13/07/2020,506
14/07/2020,506
15/07/2020,525
16/07/2020,576
17/07/2020,607
18/07/2020,638
19/07/2020,687
20/07/2020,705
21/07/2020,749
22/07/2020,749
23/07/2020,779
24/07/2020,812
25/07/2020,851
26/07/2020,880
27/07/2020,930
28/07/2020,932
29/07/2020,950
30/07/2020,1000
31/07/2020,1078
1/08/2020,1109
2/08/2020,1114
3/08/2020,1148
4/08/2020,1164
5/08/2020,1164
6/08/2020,1344
7/08/2020,1395
8/08/2020,1483
9/08/2020,1483
10/08/2020,1572
11/08/2020,1672
12/08/2020,1679
13/08/2020,1735
14/08/2020,1762
15/08/2020,1815
16/08/2020,1852
17/08/2020,1879
18/08/2020,1906
19/08/2020,1966
20/08/2020,1966
21/08/2020,2015
22/08/2020,2044
23/08/2020,2068
24/08/2020,2171
25/08/2020,2222
26/08/2020,2283
27/08/2020,2332
28/08/2020,2415
29/08/2020,2471
30/08/2020,2551
31/08/2020,2624
1/09/2020,2624
2/09/2020,2654
3/09/2020,2729
4/09/2020,2777
5/09/2020,2805
6/09/2020,2876
7/09/2020,2935
8/09/2020,2965
9/09/2020,2981
27/03/2020,2
28/03/2020,2
29/03/2020,2
30/03/2020,2
31/03/2020,2
1/04/2020,2
2/04/2020,2
3/04/2020,3
4/04/2020,3
5/04/2020,3
6/04/2020,3
7/04/2020,3
8/04/2020,3
9/04/2020,3
10/04/2020,3
11/04/2020,3
12/04/2020,3
13/04/2020,3
14/04/2020,3
15/04/2020,3
16/04/2020,3
17/04/2020,3
18/04/2020,3
19/04/2020,3
20/04/2020,3
21/04/2020,3
22/04/2020,3
23/04/2020,3
24/04/2020,3
25/04/2020,3
26/04/2020,3
27/04/2020,3
28/04/2020,3
29/04/2020,3
30/04/2020,3
1/05/2020,3
2/05/2020,3
3/05/2020,3
4/05/2020,3
5/05/2020,3
6/05/2020,3
7/05/2020,3
8/05/2020,3
9/05/2020,3
10/05/2020,3
11/05/2020,3
12/05/2020,3
13/05/2020,3
14/05/2020,3
15/05/2020,3
16/05/2020,3
17/05/2020,3
18/05/2020,3
19/05/2020,3
20/05/2020,3
21/05/2020,3
22/05/2020,3
23/05/2020,3
24/05/2020,3
25/05/2020,3
26/05/2020,3
27/05/2020,3
28/05/2020,3
29/05/2020,3
30/05/2020,3
31/05/2020,3
1/06/2020,3
2/06/2020,3
3/06/2020,3
4/06/2020,3
5/06/2020,3
6/06/2020,3
7/06/2020,3
8/06/2020,3
9/06/2020,3
10/06/2020,3
11/06/2020,3
12/06/2020,3
13/06/2020,3
14/06/2020,3
15/06/2020,3
16/06/2020,3
17/06/2020,3
18/06/2020,3
19/06/2020,3
20/06/2020,3
21/06/2020,3
22/06/2020,3
23/06/2020,3
24/06/2020,3
25/06/2020,3
26/06/2020,3
27/06/2020,3
28/06/2020,3
29/06/2020,3
30/06/2020,3
1/07/2020,3
2/07/2020,3
3/07/2020,3
4/07/2020,3
5/07/2020,3
6/07/2020,3
7/07/2020,3
8/07/2020,3
9/07/2020,3
10/07/2020,3
11/07/2020,3
12/07/2020,3
13/07/2020,3
14/07/2020,3
15/07/2020,3
16/07/2020,3
17/07/2020,3
18/07/2020,3
19/07/2020,3
20/07/2020,3
21/07/2020,3
22/07/2020,3
23/07/2020,3
24/07/2020,3
25/07/2020,3
26/07/2020,3
27/07/2020,3
28/07/2020,3
29/07/2020,3
30/07/2020,3
31/07/2020,3
1/08/2020,3
2/08/2020,3
3/08/2020,3
4/08/2020,3
5/08/2020,3
6/08/2020,3
7/08/2020,3
8/08/2020,3
9/08/2020,3
10/08/2020,3
11/08/2020,3
12/08/2020,3
13/08/2020,3
14/08/2020,3
15/08/2020,3
16/08/2020,3
17/08/2020,3
18/08/2020,3
19/08/2020,3
20/08/2020,3
21/08/2020,3
22/08/2020,3
23/08/2020,3
24/08/2020,3
25/08/2020,3
26/08/2020,3
27/08/2020,3
28/08/2020,3
29/08/2020,3
30/08/2020,3
31/08/2020,3
1/09/2020,3
2/09/2020,3
3/09/2020,3
4/09/2020,3
5/09/2020,3
6/09/2020,3
7/09/2020,3
8/09/2020,3
9/09/2020,3
15/03/2020,1
21/03/2020,1
22/03/2020,1
23/03/2020,1
24/03/2020,1
25/03/2020,3
26/03/2020,3
27/03/2020,7
28/03/2020,7
29/03/2020,7
30/03/2020,7
31/03/2020,7
1/04/2020,7
2/04/2020,7
3/04/2020,9
4/04/2020,15
5/04/2020,15
6/04/2020,15
7/04/2020,15
8/04/2020,15
9/04/2020,15
10/04/2020,19
11/04/2020,21
12/04/2020,21
13/04/2020,21
14/04/2020,23
15/04/2020,23
16/04/2020,23
17/04/2020,23
18/04/2020,23
19/04/2020,23
20/04/2020,23
21/04/2020,23
22/04/2020,24
23/04/2020,24
24/04/2020,24
25/04/2020,24
26/04/2020,24
27/04/2020,24
28/04/2020,24
29/04/2020,24
30/04/2020,24
1/05/2020,24
2/05/2020,25
3/05/2020,25
4/05/2020,25
5/05/2020,25
6/05/2020,25
7/05/2020,25
8/05/2020,25
9/05/2020,25
10/05/2020,25
11/05/2020,25
12/05/2020,25
13/05/2020,25
14/05/2020,25
15/05/2020,25
16/05/2020,25
17/05/2020,25
18/05/2020,25
19/05/2020,25
20/05/2020,25
21/05/2020,25
22/05/2020,25
23/05/2020,25
24/05/2020,25
25/05/2020,25
26/05/2020,25
27/05/2020,25
28/05/2020,25
29/05/2020,25
30/05/2020,25
31/05/2020,25
1/06/2020,25
2/06/2020,25
3/06/2020,25
4/06/2020,26
5/06/2020,26
6/06/2020,26
7/06/2020,26
8/06/2020,26
9/06/2020,26
10/06/2020,26
11/06/2020,26
12/06/2020,26
13/06/2020,26
14/06/2020,26
15/06/2020,26
16/06/2020,26
17/06/2020,26
18/06/2020,26
19/06/2020,26
20/06/2020,26
21/06/2020,26
22/06/2020,26
23/06/2020,26
24/06/2020,26
25/06/2020,65
26/06/2020,65
27/06/2020,65
28/06/2020,65
29/06/2020,65
30/06/2020,66
1/07/2020,66
2/07/2020,66
3/07/2020,68
4/07/2020,68
5/07/2020,68
6/07/2020,68
7/07/2020,70
8/07/2020,70
9/07/2020,73
10/07/2020,73
11/07/2020,74
12/07/2020,74
13/07/2020,74
14/07/2020,74
15/07/2020,74
16/07/2020,74
17/07/2020,74
18/07/2020,76
19/07/2020,76
20/07/2020,76
21/07/2020,76
22/07/2020,76
23/07/2020,76
24/07/2020,76
25/07/2020,82
26/07/2020,82
27/07/2020,82
28/07/2020,86
29/07/2020,86
30/07/2020,91
31/07/2020,91
1/08/2020,91
2/08/2020,91
3/08/2020,91
4/08/2020,92
5/08/2020,92
6/08/2020,92
7/08/2020,92
8/08/2020,92
9/08/2020,92
10/08/2020,92
11/08/2020,92
12/08/2020,92
13/08/2020,92
14/08/2020,93
15/08/2020,93
16/08/2020,93
17/08/2020,93
18/08/2020,93
19/08/2020,93
20/08/2020,94
21/08/2020,94
22/08/2020,94
23/08/2020,94
24/08/2020,94
25/08/2020,94
26/08/2020,94
27/08/2020,94
28/08/2020,94
29/08/2020,94
30/08/2020,94
31/08/2020,94
1/09/2020,94
2/09/2020,94
3/09/2020,94
4/09/2020,95
5/09/2020,95
6/09/2020,95
7/09/2020,95
8/09/2020,95
9/09/2020,95
11/02/2020,
12/02/2020,
13/02/2020,
14/02/2020,
15/02/2020,
16/02/2020,
17/02/2020,
18/02/2020,
19/02/2020,
20/02/2020,
21/02/2020,
22/02/2020,
23/02/2020,
24/02/2020,
25/02/2020,
26/02/2020,
27/02/2020,
28/02/2020,
29/02/2020,
1/03/2020,
2/03/2020,
3/03/2020,
4/03/2020,1
5/03/2020,
6/03/2020,2
7/03/2020,8
8/03/2020,9
9/03/2020,12
10/03/2020,
11/03/2020,19
12/03/2020,
13/03/2020,31
14/03/2020,34
15/03/2020,45
16/03/2020,56
17/03/2020,65
18/03/2020,79
19/03/2020,97
20/03/2020,128
21/03/2020,158
22/03/2020,225
23/03/2020,266
24/03/2020,301
25/03/2020,387
26/03/2020,502
27/03/2020,589
28/03/2020,690
29/03/2020,745
30/03/2020,820
31/03/2020,966
1/04/2020,966
2/04/2020,1133
3/04/2020,1133
4/04/2020,1265
5/04/2020,1451
6/04/2020,1554
7/04/2020,1628
8/04/2020,1715
9/04/2020,1795
10/04/2020,1894
11/04/2020,1975
12/04/2020,2137
13/04/2020,2203
14/04/2020,2272
15/04/2020,2432
16/04/2020,2432
17/04/2020,2560
18/04/2020,2658
19/04/2020,2828
20/04/2020,2930
21/04/2020,3020
22/04/2020,3132
23/04/2020,3276
24/04/2020,3423
25/04/2020,3423
26/04/2020,3767
27/04/2020,3767
28/04/2020,3990
29/04/2020,4114
30/04/2020,4272
1/05/2020,4415
2/05/2020,4519
3/05/2020,4668
4/05/2020,4770
5/05/2020,4874
6/05/2020,5007
7/05/2020,5195
8/05/2020,5358
9/05/2020,5598
10/05/2020,5763
11/05/2020,5776
12/05/2020,6021
13/05/2020,6550
14/05/2020,6866
15/05/2020,7121
16/05/2020,7466
17/05/2020,7792
18/05/2020,7792
19/05/2020,8358
20/05/2020,8796
21/05/2020,9270
22/05/2020,9918
23/05/2020,10636
24/05/2020,11340
25/05/2020,12063
26/05/2020,12615
27/05/2020,13215
28/05/2020,13920
